1._Nombre_de_encuestador,2._Fecha_y_Hora_inicio,"3._Buenos_dias/_tardes,_mi_nombre_es__________________soy_encuestador/a_y_junto_a_la_Superintendencia_de_Servicios_Publicos_y_Domiciliarios_estamos_indagando_acerca_de_como_estan_siendo_atendidas_sus_peticiones,_quejas_y/o_reclamos._Su_participacion_es_voluntaria_y_tanto_su_identidad,_como_las_respuestas_suministradas_seran_de_caracter_confidencial._Esta_encuesta_toma_alrededor_de_10_minutos,_¿estaria_dispuesto(a)_a_responder_unas_preguntas?","4._¿Autoriza_a_la_Superservicios_para_hacer_tratamiento_de_sus_datos_personales,_de_acuerdo_con_lo_establecido_en_la_Ley_1581_de_2012_y_la_Politica_de_tratamiento_de_datos_personales_de_la_entidad_publicada_en_https://www.superservicios.gov.co/Politica-de-tratamiento-de-datos?",Otro,8._Su_edad_se_encuentra_entre,9._Departamento,10._Municipio,11._Nombre_Punto_Atencion,12._Empresa,13._¿Por_que_motivo_viene_usted_hoy_a_este_punto_de_atencion?,Otro.1,14._Ud._visita_el_punto_de_atencion_¿Como?,Otro.2,15._¿Coincide_su_lugar_de_residencia_con_el_lugar_donde_esta_siendo_atendido?,16._Ud._Se_identifica_como,Otro.3,17._Pertenece_a_alguna_de_las_siguientes_etnias,Otro.4,18._¿Su_direccion_es_la_misma_que_registra_en_su_factura?,20._¿En_que_tipo_de_zona_vive_en_este_momento?,21._¿Cual_es_su_estado_civil_actualmente?,Otro.5,22._¿Cual_es_su_mayor_nivel_de_estudios?,Otro.6,23._Indiqueme_por_favor_si_el_lugar_en_el_que_vive_es:,Otro.7,24._¿Cual_es_su_principal_ocupacion,Otro.8,25._¿Cuantas_personas_actualmente_componen_su_hogar?,26._¿Cuanto_tiempo_le_toma_desde_su_lugar_de_vivienda_a_este_punto_de_atencion?,"27._Aproximadamente,_¿Cuanto_dinero_estima_que_sera_gastado_para_esta_diligencia?",Otro.9,28._¿A_que_servicio_refiere_su_visita_al_punto_de_atencion?,Otro.10,29._¿Que_tipo_de_gestion_llevara_a_cabo?,Otro.11,30._Su_inconformidad/solicitud_o_peticion_tiene_que_ver_con,Compartanos_si_considera_que_otra_razon_distinta_que_quiera_compartir_de_forma_muy_corta,"30.1_Como_su_respuesta_fue_facturacion,_indique",Otro.12,"30.1_Como_su_respuesta_fue_Prestacion_del_servicio,_indique",Otro.13,31._Como_califica_la_prestacion_del_servicio_por_parte_de_la_empresa,Otro.14,"32._En_este_momento,_¿ud_ya_fue_atendido?",32.1_Elija_la_escala_en_la_cual_se_encuentra_luego_de_ser_atendido,32.1_Elija_la_percepcion_que_tiene_en_este_momento,33._Frente_a_su_motivo_de_visita_al_punto_de_atencion_hubiera_preferido:,Otro.15,34.1._¿En_cuanto_tiempo_espera_una_respuesta_a_su_PQR?,34.1_¿En_cuanto_desearia_una_respuesta_a_su_PQR?,"35._Si_No_recibe_respuesta_a_su_solicitud_dentro_del_tiempo_estipulado,_¿Que_accion_tomaria?",Buscaria_otra_solucion._¿Cual?,36._Si_Ud._Recibe_una_respuesta_con_la_cual_NO_ESTA_DE_ACUERDO,Otro.16,"37._¿La_empresa_prestadora_de_servicio_le_explico_que,_si_USTED_no_esta_de_acuerdo_con_su_respuesta_puede_pedir_que_la_revisen_o_que_otra_autoridad_la_evalue?",Otro.17,38._Sobre_la_Superintendencia_de_Servicios_Publicos_Domiciliarios_(SSPD)_usted:,Otro.18,39._¿Que_tan_satisfecho_esta_con_la_atencion_brindada_en_este_punto?,40._¿tiene_su_factura_del_servicio_motivo_de_visita_a_la_mano?,CreationDate,EditDate,x,y,Duracion_(minutos)
d55e8cb90044,2024-11-12 09:41:00.000,Si,SI AUTORIZO,,41 y 59 anos,"BOGOTA, D.C.","BOGOTA, D.C.",ACUEDUCTO AGUA Y ALCANTARILLADO SAN DIEGO,ACUEDUCTO AGUA Y ALCANTARILLADO SAN DIEGO,other,SOLICITAR COPIA DE LA FACTURA,Persona autorizada para actuar,,Si,Hombre,,Ninguno,,Si,Urbana,Soltero/a,,Basica secundaria,,Arrendada,,Trabajador(a) independiente,,2,Menos de 30 minutos,Menos de $10.000,,Acueducto,,Solicitar copia de la factura,,Facturacion,nan,other,SOLICITAR COPIA DE LA FACTURA11,nan,,Buena,,No,nan,Estoy seguro de que resolvere e,Quiero asistir presencialmente,,nan,Menos de una semana,Contactar Nuevamente,nan,Consultaria con alguien cercano,,"Si, y me explicaron como hacerl",,Nunca habia escuchado sobre est,,Satisfecho,Si,2024-11-12 10:50:10.821,2024-11-12 10:50:10.821,-74.0675053,4.6205743,69.18035
d55e8cb90044,2024-11-12 10:50:00.000,Si,SI AUTORIZO,,41 y 59 anos,"BOGOTA, D.C.","BOGOTA, D.C.",ACUEDUCTO AGUA Y ALCANTARILLADO SAN DIEGO,ACUEDUCTO,other,HACER UNA RECLAMACION DE PORQUE NO ME DEJARON EL RECIBO EN EL BUZON SI NO QUE LO VOTARON AL PISO,Persona autorizada para actuar,,No,Mujer,,Ninguno,,Si,Urbana,Union libre,,Basica secundaria,,Propia,,Empleado(a) en el sector privad,,4,Menos de 30 minutos,Menos de $10.000,,Acueducto,,Presentar una reclamacion,,Facturacion,nan,other,NO ME DEJAN EL RECIBO EN EL BUZON LO VOTAN AL PISO Y SE VUELVE UNA NADA CON LAS LLUVIAS100,nan,,Buena,,Si,Mi motivo de visita fue complet,nan,Quiero asistir presencialmente,,Menos de una semana,nan,Presentar una queja o reclamo,nan,other,ME RESOLVIERON IMPRIMIENDO COPIA DE LA FACTURA,"Si, y me explicaron como hacerl",,Creo que es la entidad que prov,,Satisfecho,Si,2024-11-12 10:58:53.674,2024-11-12 10:58:53.674,-74.0668150165526,4.62075977226176,8.894566666666666
d55e8cb90044,2024-11-12 10:59:00.000,Si,SI AUTORIZO,,41 y 59 anos,"BOGOTA, D.C.","BOGOTA, D.C.",ACUEDUCTO AGUA Y ALCANTARILLADO SAN DIEGO,ACUEDUCTO,No estoy de acuerdo con el valo,,Quien usa el servicio,,No,Mujer,,Ninguno,,Si,Urbana,Union libre,,Basica secundaria,,Arrendada,,Empleado(a) en el sector privad,,6,Entre una hora y dos horas,De $10.000 a $30.000,,Acueducto,,Presentar una reclamacion,,Facturacion,nan,Considero que el cobro de mi se,,nan,,Regular,,Si,"Fui atendido, pero la orientaci",nan,Quiero asistir presencialmente,,Entre una semana y un mes,nan,Contactar Nuevamente,nan,Elevaria una queja a una autori,,"Si, y me explicaron como hacerl",,Nunca habia escuchado sobre est,,Neutral,Si,2024-11-12 11:15:27.967,2024-11-12 11:15:27.967,-74.0670906146812,4.62042930678665,16.46611666666667
d55e8cb90044,2024-11-12 11:15:00.000,Si,SI AUTORIZO,,41 y 59 anos,"BOGOTA, D.C.","BOGOTA, D.C.",ACUEDUCTO AGUA Y ALCANTARILLADO SAN DIEGO,ACUEDUCTO,other,QUIERO PASAR UNA PETICION PORQUE EL CONSUMO ES EXCESIVO EN MI HOGAR SOMOS 3 Y NOS DICEN QUE CONSUMIMOS COMO SI FUERAMOS 11 PERSONAS,Persona autorizada para actuar,,No,Hombre,,Ninguno,,Si,Urbana,Union libre,,Basica secundaria,,Propia,,Empleado(a) en el sector privad,,3,Entre 30 minutos a 60 minutos,Menos de $10.000,,Acueducto,,Radicar una peticion,,Facturacion,nan,Considero que el cobro de mi se,,nan,,Buena,,Si,"Fui atendido, la orientacion fu",nan,Quiero asistir presencialmente,,Entre una semana y un mes,nan,Contactar Nuevamente,nan,Pediria una revision a la empre,,"Si, y me explicaron como hacerl",,Creo que es la entidad que prov,,Satisfecho,Si,2024-11-12 11:30:49.782,2024-11-12 11:30:49.782,-74.0676149569265,4.62068445086313,15.8297
d55e8cb90044,2024-11-12 11:31:00.000,Si,SI AUTORIZO,,25 y 40 anos,"BOGOTA, D.C.","BOGOTA, D.C.",ACUEDUCTO AGUA Y ALCANTARILLADO SAN DIEGO,ENEL,No estoy de acuerdo con el valo,,Quien usa el servicio,,No,Mujer,,Ninguno,,Si,Urbana,Union libre,,Basica secundaria,,Arrendada,,Empleado(a) en el sector privad,,6,Entre una hora y dos horas,De $10.000 a $30.000,,Energia Electrica,,Presentar una reclamacion,,Facturacion,nan,Considero que el cobro de mi se,,nan,,Regular,,Si,"Fui atendido, pero no entendi l",nan,Quiero asistir presencialmente,,Entre una semana y un mes,nan,Contactar Nuevamente,nan,Pediria una revision a la empre,,"Si, y me explicaron como hacerl",,Nunca habia escuchado sobre est,,Insatisfecho,Si,2024-11-12 11:37:52.790,2024-11-12 11:37:52.790,-74.0674676,4.6205619,6.879833333333334
d55e8cb90044,2024-11-12 11:52:00.000,Si,SI AUTORIZO,,25 y 40 anos,"BOGOTA, D.C.","BOGOTA, D.C.",ACUEDUCTO AGUA Y ALCANTARILLADO SAN DIEGO,ACUEDUCTO,other,VENGO HACER UN ACUERDO DE PAGO LA PERSONA QUE VIVIA ME DEJO LA DEUDA MUY GRANDE,El dueno de la propiedad,,No,Mujer,,Ninguno,,Si,Urbana,Casado/a,,Basica secundaria,,Propia,,other,HOGAR,4,Entre una hora y dos horas,De $10.000 a $30.000,,Acueducto,,other,HACER UN ACUERDO DE PAGO DE LA DEUDA,Facturacion,nan,other,HACER ACUERDO DEL PAGO TOTAL DE LA DEUDA,nan,,Buena,,Si,Mi motivo de visita fue complet,nan,Quiero asistir presencialmente,,Entre una semana y un mes,nan,Contactar Nuevamente,nan,Consultaria con alguien cercano,,"Si, y me explicaron como hacerl",,Creo que es la entidad que prov,,Satisfecho,Si,2024-11-12 12:06:38.599,2024-11-12 12:06:38.599,-74.0675162,4.6206134,14.64331666666667
d55e8cb90044,2024-11-12 12:09:00.000,Si,SI AUTORIZO,,41 y 59 anos,"BOGOTA, D.C.","BOGOTA, D.C.",ACUEDUCTO AGUA Y ALCANTARILLADO SAN DIEGO,ACUEDUCTO,No estoy de acuerdo con el valo,,El dueno de la propiedad,,No,Mujer,,Ninguno,,Si,Urbana,Viudo/a,,Superior (incluye postgrado),,Propia,,Empleado(a) en el sector privad,,4,Entre una hora y dos horas,De $10.000 a $30.000,,Acueducto,,Presentar una reclamacion,,Facturacion,nan,Considero que el cobro de mi se,,nan,,Regular,,Si,"Fui atendido, la orientacion fu",nan,Quiero asistir presencialmente,,Entre una semana y un mes,nan,Contactar Nuevamente,nan,Pediria una revision a la empre,,"Si, y me explicaron como hacerl",,Nunca habia escuchado sobre est,,Neutral,Si,2024-11-12 12:23:12.697,2024-11-12 12:23:12.697,-74.0674927612098,4.62028026245249,14.21161666666667
d55e8cb90044,2024-11-12 12:23:00.000,Si,SI AUTORIZO,,41 y 59 anos,"BOGOTA, D.C.","BOGOTA, D.C.",ACUEDUCTO AGUA Y ALCANTARILLADO SAN DIEGO,ENEL,No estoy de acuerdo con el valo,,El dueno de la propiedad,,No,Mujer,,Ninguno,,Si,Urbana,Viudo/a,,Superior (incluye postgrado),,Propia,,Empleado(a) en el sector privad,,4,Entre una hora y dos horas,De $10.000 a $30.000,,Energia Electrica,,Presentar una reclamacion,,Facturacion,nan,Considero que el cobro de mi se,,nan,,Regular,,Si,"Fui atendido, pero la orientaci",nan,Quiero asistir presencialmente,,Entre una semana y un mes,nan,Contactar Nuevamente,nan,Pediria una revision a la empre,,"Si, y me explicaron como hacerl",,Nunca habia escuchado sobre est,,Neutral,Si,2024-11-12 12:31:56.149,2024-11-12 12:31:56.149,-74.0675449267061,4.62059865842028,8.935816666666666
d55e8cb90044,2024-11-12 12:32:00.000,Si,SI AUTORIZO,,Mayor a 60 anos,"BOGOTA, D.C.","BOGOTA, D.C.",ACUEDUCTO AGUA Y ALCANTARILLADO SAN DIEGO,ACUEDUCTO,other,QUIERO INTERPONER UNA QUEJA POR QUE UNA VECINA PAGO PARA QUE LE RECONECTARAN EL SERVICIO PERO ELLA NO CUENTA CONTADOR,other,VECINA DEL SECTOR,No,Mujer,,Ninguno,,Si,Urbana,Casado/a,,Superior (incluye postgrado),,Propia,,Pensionado(a),,3,Menos de 30 minutos,Menos de $10.000,,Acueducto,,Presentar una reclamacion,,Prestacion del servicio,nan,nan,,other,TENGO UNA VECINA QUE CONSUME AGUA ILEGALMENTE EN LA CR 9a 6a 48,Buena,,Si,Mi motivo de visita fue complet,nan,Quiero asistir presencialmente,,Entre una semana y un mes,nan,Contactar Nuevamente,nan,other,QUIERO QUE LE HAGAN UNA BUENA REVISION EN ESA DIRECCION,"Si, y me explicaron como hacerl",,Creo que es la entidad que prov,,Neutral,No,2024-11-12 12:46:47.799,2024-11-12 12:46:47.799,-74.066840050723,4.6204470727223,14.79665
d55e8cb90044,2024-11-12 12:51:00.000,Si,SI AUTORIZO,,41 y 59 anos,"BOGOTA, D.C.","BOGOTA, D.C.",ACUEDUCTO AGUA Y ALCANTARILLADO SAN DIEGO,ACUEDUCTO,other,SOLICITUD DE INFORMACION DEL PAGO DE LA FACTURA PARA QUE SEA ENVIADO AL CORREO DE LA REFERENCIA,El dueno de la propiedad,,Si,Hombre,,Ninguno,,Si,Urbana,Soltero/a,,Superior (incluye postgrado),,Propia,,Trabajador(a) independiente,,1,Menos de 30 minutos,Menos de $10.000,,Acueducto,,Solicitar informacion,,Facturacion,nan,other,SOLICITO INFORMACION DEL PAGO DE MI FACTURA DESEO ME LLEGUE AL CORREO,nan,,Buena,,Si,Mi motivo de visita fue complet,nan,Quiero asistir presencialmente,,Menos de una semana,nan,Contactar Nuevamente,nan,other,SOLICITO MI FACTURA ME LLEGUE AL CORREO,"Si, y me explicaron como hacerl",,Se que es la entidad encargada,,Satisfecho,Si,2024-11-12 13:02:58.187,2024-11-12 13:02:58.187,-74.0675344,4.6206383,11.96978333333333
d55e8cb90044,2024-11-12 13:03:00.000,Si,SI AUTORIZO,,Mayor a 60 anos,"BOGOTA, D.C.","BOGOTA, D.C.",ACUEDUCTO AGUA Y ALCANTARILLADO SAN DIEGO,ACUEDUCTO,No estoy de acuerdo con el valo,,El dueno de la propiedad,,No,Hombre,,Ninguno,,Si,Urbana,Casado/a,,Basica secundaria,,Propia,,Pensionado(a),,3,Entre 30 minutos a 60 minutos,De $10.000 a $30.000,,Acueducto,,Presentar una reclamacion,,Facturacion,nan,Considero que el cobro de mi se,,nan,,Regular,,Si,"Fui atendido, pero la orientaci",nan,Quiero asistir presencialmente,,Entre una semana y un mes,nan,Presentar una queja o reclamo,nan,other,EL COBRO DE LA FACTURA ES EXCESIVO HICIERON CAMBIO DE MEDIDOR SIN HABERLO SOLICITADO,"Si, y me explicaron como hacerl",,Creo que es la entidad que prov,,Insatisfecho,Si,2024-11-12 13:30:21.836,2024-11-12 13:30:21.836,-74.0673191175602,4.62024057037948,27.36393333333333
d55e8cb90044,2024-11-12 13:30:00.000,Si,SI AUTORIZO,,18 y 24 anos,"BOGOTA, D.C.","BOGOTA, D.C.",ACUEDUCTO AGUA Y ALCANTARILLADO SAN DIEGO,ACUEDUCTO,other,SOLICITUD DE INFORMACION PAGO DE FACTURA,Quien usa el servicio,,No,Hombre,,Ninguno,,Si,Urbana,Viudo/a,,Basica secundaria,,Arrendada,,Desempleado(a),,2,Menos de 30 minutos,Menos de $10.000,,Acueducto,,Solicitar informacion,,Facturacion,nan,other,SOLICITO INFORMACION PAGO DE LA FACTURA,nan,,Mala,,Si,Mi motivo de visita fue complet,nan,Quiero asistir presencialmente,,Entre una semana y un mes,nan,Contactar Nuevamente,nan,other,SOLICITO INFORMACION PAGO DE LA FACTURA,"Si, y me explicaron como hacerl",,Creo que es la entidad que prov,,Insatisfecho,Si,2024-11-12 13:41:06.592,2024-11-12 13:41:06.592,-74.0672173235049,4.62044097515625,11.10986666666667
d55e8cb90044,2024-11-12 13:43:00.000,Si,SI AUTORIZO,,41 y 59 anos,"BOGOTA, D.C.","BOGOTA, D.C.",ACUEDUCTO AGUA Y ALCANTARILLADO SAN DIEGO,ACUEDUCTO,No estoy de acuerdo con el valo,,El dueno de la propiedad,,No,Hombre,,Ninguno,,Si,Urbana,Casado/a,,Basica secundaria,,Propia,,Trabajador(a) independiente,,4,Menos de 30 minutos,Menos de $10.000,,Acueducto,,Presentar una reclamacion,,Facturacion,nan,Considero que el cobro de mi se,,nan,,Regular,,Si,"Fui atendido, la orientacion fu",nan,Quiero asistir presencialmente,,Entre una semana y un mes,nan,Presentar una queja o reclamo,nan,Pediria una revision a la empre,,"Si, y me explicaron como hacerl",,"La he escuchado, pero no se cua",,Neutral,Si,2024-11-12 14:03:39.917,2024-11-12 14:03:39.917,-74.0672045035942,4.62033475936102,20.66528333333333
d55e8cb90044,2024-11-12 14:51:00.000,Si,SI AUTORIZO,,41 y 59 anos,"BOGOTA, D.C.","BOGOTA, D.C.",ACUEDUCTO AGUA Y ALCANTARILLADO SAN DIEGO,ACUEDUCTO,other,VENGO A SOLICITAR UN ACUERDO DE PAGO,El dueno de la propiedad,,No,Hombre,,Ninguno,,Si,Urbana,Casado/a,,Basica secundaria,,Propia,,Trabajador(a) independiente,,2,Menos de 30 minutos,Menos de $10.000,,Acueducto,,other,VENGO A SOLICITAR UN ACUERDO DE PAGO,Facturacion,nan,other,VENGO A SOLICITAR UN ACUERDO DE PAGO,nan,,Regular,,Si,Mi motivo de visita fue complet,nan,Quiero asistir presencialmente,,Entre una semana y un mes,nan,Contactar Nuevamente,nan,other,VENGO A SOLICITAR UN ACUERDO DE PAGO,"Si, y me explicaron como hacerl",,Creo que es la entidad que prov,,Neutral,Si,2024-11-12 15:04:54.835,2024-11-12 15:04:54.835,-74.0674856,4.6205653,13.91391666666667
d55e8cb90044,2024-11-12 15:13:00.000,Si,SI AUTORIZO,,18 y 24 anos,"BOGOTA, D.C.","BOGOTA, D.C.",ACUEDUCTO AGUA Y ALCANTARILLADO SAN DIEGO,ACUEDUCTO,other,SOLICITUD DE INFORMACION DE LA RECONEXION,Quien usa el servicio,,No,Mujer,,Ninguno,,Si,Urbana,Soltero/a,,Superior (incluye postgrado),,Arrendada,,Trabajador(a) independiente,,2,Menos de 30 minutos,Menos de $10.000,,Acueducto,,Solicitar informacion,,Prestacion del servicio,nan,nan,,other,VENGO A SOLICITAR INFORMACION SOBRE LA RECONEXION DEL SERVICIO,Buena,,Si,Mi motivo de visita fue complet,nan,Quiero asistir presencialmente,,Menos de una semana,nan,Contactar Nuevamente,nan,other,SOLO VINE A PREGUNTAR POR LA RECONEXION DEL SERVICIO,"Si, y me explicaron como hacerl",,Nunca habia escuchado sobre est,,Satisfecho,Si,2024-11-12 15:26:32.074,2024-11-12 15:26:32.074,-74.0674097669537,4.62064915329553,13.53456666666667
f2506f32a669,2024-11-12 09:31:11.442,Si,SI AUTORIZO,,25 y 40 anos,CUNDINAMARCA,ZIPAQUIRA,CR 21 #8-42 Megaciti,VANTI,other,Cambio de cliente,El dueno de la propiedad,,Si,Mujer,,Ninguno,,Si,Urbana,Soltero/a,,Superior (incluye postgrado),,Propia,,Trabajador(a) independiente,,2,Menos de 30 minutos,Menos de $10.000,,Gas Natural,,other,Cambio de cliente.,other,nan,nan,,nan,,Buena,,No,nan,Creo que la atencion y orientac,Quiero asistir presencialmente,,nan,Menos de una semana,other,Otro punto,Elevaria una queja a una autori,,other,No informacion.,Creo que es la entidad que prov,,Satisfecho,No,2024-11-12 15:49:31.538,2024-11-12 15:49:31.538,-73.9920033333333,5.02620666666667,378.3349333333334
f2506f32a669,2024-11-12 09:40:05.634,Si,SI AUTORIZO,,25 y 40 anos,CUNDINAMARCA,ZIPAQUIRA,CR 21 #8-42 Megaciti,VANTI,No estoy de acuerdo con el valo,,Persona autorizada para actuar,,Si,Hombre,,Ninguno,,Si,Urbana,Soltero/a,,Basica secundaria,,Propia,,Trabajador(a) independiente,,5,Menos de 30 minutos,De 30.000 a $60.000,,Gas Natural,,Presentar una reclamacion,,Facturacion,nan,Considero que el cobro de mi se,,nan,,Regular,,Si,Mi motivo de visita fue complet,nan,Quiero asistir presencialmente,,Mas de un mes,nan,other,"Contratar un tercero, para la revicion.",Elevaria una queja a una autori,,"Si, y me explicaron como hacerl",,Se que es la entidad encargada,,Neutral,Si,2024-11-12 15:49:32.225,2024-11-12 15:49:32.225,-73.9919133333333,5.02624166666667,369.4431833333334
f2506f32a669,2024-11-12 09:57:29.578,Si,SI AUTORIZO,,41 y 59 anos,CUNDINAMARCA,ZIPAQUIRA,CR 21 #8-42 Megaciti,VANTI,other,Por queja de un producto,El dueno de la propiedad,,No,Mujer,,Ninguno,,Si,Rural,Union libre,,Superior (incluye postgrado),,Propia,,Trabajador(a) independiente,,5,Menos de 30 minutos,Menos de $10.000,,Gas Natural,,Presentar una reclamacion,,other,Por queja de un producto,nan,,nan,,Buena,,No,nan,Creo que la atencion y orientac,Quiero asistir presencialmente,,nan,Menos de una semana,Contactar Nuevamente,nan,Elevaria una queja a una autori,,"Si, pero no me dieron mas detal",,"La he escuchado, pero no se cua",,Neutral,No,2024-11-12 15:49:33.801,2024-11-12 15:49:33.801,-73.9919383333333,5.02634833333333,352.0703833333334
f2506f32a669,2024-11-12 10:42:15.478,Si,SI AUTORIZO,,25 y 40 anos,CUNDINAMARCA,ZIPAQUIRA,CR 21 #8-42 Megaciti,VANTI,No estoy de acuerdo con los val,,Persona autorizada para actuar,,Si,Mujer,,Ninguno,,No,Urbana,Divorciado/a,,Basica secundaria,,Arrendada,,Trabajador(a) independiente,,6,Menos de 30 minutos,Menos de $10.000,,Gas Natural,,Averiguar respuesta a una petic,,Facturacion,nan,Considero que me estan cobrando,,nan,,Buena,,Si,"Fui atendido, la orientacion fu",nan,Quiero asistir presencialmente,,Menos de una semana,nan,Presentar una queja o reclamo,nan,Consultaria con alguien cercano,,No me proporcionaron ninguna in,,Se que es la entidad encargada,,Satisfecho,Si,2024-11-12 15:49:35.546,2024-11-12 15:49:35.546,-73.9920166666667,5.026205,307.3344666666666
f2506f32a669,2024-11-12 10:55:21.593,Si,SI AUTORIZO,,41 y 59 anos,CUNDINAMARCA,ZIPAQUIRA,CR 21 #8-42 Megaciti,VANTI,No estoy de acuerdo con el valo,,El dueno de la propiedad,,No,Hombre,,Ninguno,,Si,Rural,Casado/a,,Superior (incluye postgrado),,Propia,,Trabajador(a) independiente,,5,Entre 30 minutos a 60 minutos,De $10.000 a $30.000,,Gas Natural,,Presentar una reclamacion,,Facturacion,nan,Considero que me estan cobrando,,nan,,Buena,,No,nan,Considero que la informacion qu,Quiero asistir presencialmente,,nan,Menos de una semana,Presentar una queja o reclamo,nan,Elevaria una queja a una autori,,No me proporcionaron ninguna in,,Se que es la entidad encargada,,Insatisfecho,Si,2024-11-12 15:49:36.089,2024-11-12 15:49:36.089,-73.99203,5.026165,294.2416
f2506f32a669,2024-11-12 11:32:20.965,Si,SI AUTORIZO,,Mayor a 60 anos,CUNDINAMARCA,ZIPAQUIRA,CR 21 #8-42 Megaciti,VANTI,Mi servicio fue suspendido,,El dueno de la propiedad,,No,Hombre,,Ninguno,,Si,Urbana,Divorciado/a,,Basica primaria,,Propia,,Trabajador(a) independiente,,1,Entre 30 minutos a 60 minutos,De $10.000 a $30.000,,Gas Natural,,Presentar una reclamacion,,Facturacion,nan,Hay un cobro que desconozco por,,nan,,Buena,,Si,"Fui atendido, la orientacion fu",nan,Quiero asistir presencialmente,,Menos de una semana,nan,Presentar una queja o reclamo,nan,Elevaria una queja a una autori,,No me proporcionaron ninguna in,,"La he escuchado, pero no se cua",,Satisfecho,Si,2024-11-12 15:49:38.115,2024-11-12 15:49:38.115,-73.9919033333333,5.02631,257.2858333333333
f2506f32a669,2024-11-12 12:32:09.718,Si,SI AUTORIZO,,25 y 40 anos,CUNDINAMARCA,ZIPAQUIRA,CR 21 #8-42 Megaciti,VANTI,other,Financiar un producto.,Persona autorizada para actuar,,Si,Mujer,,Ninguno,,Si,Urbana,Soltero/a,,Superior (incluye postgrado),,Propia,,Estudiante,,3,Menos de 30 minutos,Menos de $10.000,,Gas Natural,,other,Financiar un producto.,other,Financiar un producto.,nan,,nan,,Buena,,No,nan,Estoy seguro de que resolvere e,Quiero asistir presencialmente,,nan,Menos de una semana,Consideraria que esta aprobada,nan,Consultaria con alguien cercano,,"Si, pero no me dieron mas detal",,Se que es la entidad encargada,,Satisfecho,No,2024-11-12 15:49:39.692,2024-11-12 15:49:39.692,-73.9919166666667,5.02629,197.4995666666667
f2506f32a669,2024-11-12 13:02:55.265,Si,SI AUTORIZO,,25 y 40 anos,CUNDINAMARCA,ZIPAQUIRA,CR 21 #8-42 Megaciti,VANTI,other,Para pedir un servucio de gas,Quien usa el servicio,,No,Mujer,,"Afrodescendiente (negro, mulato",,No,Urbana,Union libre,,Superior (incluye postgrado),,Arrendada,,Trabajador(a) independiente,,2,Menos de 30 minutos,Menos de $10.000,,Gas Natural,,other,Para un servicio de gas.,Prestacion del servicio,nan,nan,,other,Para un servicio de gas.,Buena,,Si,Mi motivo de visita fue complet,nan,Quiero asistir presencialmente,,Menos de una semana,nan,Contactar Nuevamente,nan,Pediria una revision a la empre,,other,Estoy en espera,Creo que es la entidad que prov,,Neutral,No,2024-11-12 15:49:40.216,2024-11-12 15:49:40.216,-73.9918183333333,5.02630333333333,166.7491833333333
d55e8cb90044,2024-11-12 15:58:00.000,Si,SI AUTORIZO,,Mayor a 60 anos,"BOGOTA, D.C.","BOGOTA, D.C.",ACUEDUCTO AGUA Y ALCANTARILLADO SAN DIEGO,ACUEDUCTO,No estoy de acuerdo con el valo,,El dueno de la propiedad,,No,Mujer,,Ninguno,,Si,Urbana,Viudo/a,,Media,,Propia,,Pensionado(a),,2,Entre 30 minutos a 60 minutos,Menos de $10.000,,Acueducto,,Presentar una reclamacion,,Prestacion del servicio,nan,nan,,other,ME ENVIAN UNOS FUNCIONARIOS QUE SOLO ME QUIEREN SACAR DINERO Y LA ATENCION ES PESIMA,Mala,,Si,"Fui atendido, pero la orientaci",nan,Quiero asistir presencialmente,,Entre una semana y un mes,nan,Contactar Nuevamente,nan,Pediria una revision a la empre,,"Si, y me explicaron como hacerl",,Nunca habia escuchado sobre est,,Satisfecho,Si,2024-11-12 16:09:09.170,2024-11-12 16:09:09.170,-74.0675341204774,4.62025407806101,11.15283333333333
d55e8cb90044,2024-11-13 09:28:00.000,Si,SI AUTORIZO,,41 y 59 anos,"BOGOTA, D.C.","BOGOTA, D.C.",ACUEDUCTO AGUA Y ALCANTARILLADO CENTRO NARINO,ACUEDUCTO,other,CAMBIO DE NOMBRE EN EL RECCAMBI,Quien usa el servicio,,No,Hombre,,Ninguno,,Si,Urbana,Casado/a,,Basica secundaria,,Arrendada,,Trabajador(a) independiente,,1,Entre 30 minutos a 60 minutos,Menos de $10.000,,Acueducto,,Solicitar informacion,,Facturacion,nan,other,CAMBIO DE NOMBRE EN EL RECIBO,nan,,Buena,,Si,Mi motivo de visita fue complet,nan,Quiero asistir presencialmente,,Menos de una semana,nan,Contactar Nuevamente,nan,other,SOLO VENGO AL CAMBIO DE NOMBRE EN EL RECIBO,"Si, y me explicaron como hacerl",,Creo que es la entidad que prov,,Satisfecho,Si,2024-11-13 09:44:47.479,2024-11-13 09:44:47.479,-74.0921174,4.6291481,16.79131666666667
